metric_id,implementation_stage,entity_level,exact_numerator_or_aggregation,exact_denominator,deduplication_key,entity_primary_key,censor_population,included_rows,excluded_rows,open_interval_policy,right_censor_policy,quality_break_policy,denominator_scope,parameter_response,hard_gate_usage,evaluator_id,null_policy,availability_basis
preconfirmation_gap_day_count,r2_t03_runtime_required,event_zone,sum raw_state=true confirmed_state=false rows accepted into successful merged gap segments,zone_span_days,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__preconfirmation_gap_day_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
total_nonconfirmed_gap_day_count,r2_t03_runtime_required,event_zone,raw_false_bridged_day_count plus preconfirmation_gap_day_count,zone_span_days,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__total_nonconfirmed_gap_day_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
raw_false_gap_count_distribution,r2_t03_runtime_required,event_zone,distribution of raw_false_gap_days per successful merge segment,successful merge segments,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__raw_false_gap_count_distribution,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
preconfirmation_gap_count_distribution,r2_t03_runtime_required,event_zone,distribution of preconfirmation raw-true gap days per successful merge segment,successful merge segments,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__preconfirmation_gap_count_distribution,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
total_gap_span_distribution,r2_t03_runtime_required,event_zone,distribution of total_nonconfirmed_gap_days per successful merge segment,successful merge segments,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__total_gap_span_distribution,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
bridge_segment_count_distribution,r2_t03_runtime_required,event_zone,distribution of bridge_count by scan_event_id,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__bridge_segment_count_distribution,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
component_count_distribution,r2_t03_runtime_required,event_zone,distribution of component_count by scan_event_id,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__component_count_distribution,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
max_single_gap,r2_t03_runtime_required,event_zone,max raw_state=false rows in any accepted bridge segment,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__max_single_gap,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
bridged_day_ratio,r2_t02_reference_executable,event_zone,raw_false_bridged_day_count,zone_span_days,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,hard_gate_input,r2_t02_metric_eval__bridged_day_ratio,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
raw_false_bridged_day_ratio,r2_t03_runtime_required,event_zone,raw_false_bridged_day_count,zone_span_days,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__raw_false_bridged_day_ratio,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
nonconfirmed_gap_ratio,r2_t03_runtime_required,event_zone,raw_false_bridged_day_count plus preconfirmation_gap_day_count,zone_span_days,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__nonconfirmed_gap_ratio,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
confirmed_density,r2_t03_runtime_required,event_zone,zone_confirmed_day_count,zone_span_days,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__confirmed_density,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
zone_revision_count,r2_t03_runtime_required,event_zone,sum zone_revision across event zones,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__zone_revision_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
merge_ratio,r2_t02_reference_executable,event_zone,zones with component_count>1,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,hard_gate_input,r2_t02_metric_eval__merge_ratio,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
open_event_count,r2_t03_runtime_required,event_zone,right censored open zones,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__open_event_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
open_event_ratio,r2_t02_reference_executable,event_zone,open_event_count,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,hard_gate_input,r2_t02_metric_eval__open_event_ratio,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
active_zone_count,r2_t03_runtime_required,event_zone,zones with status_as_of=QUALIFIED_ACTIVE,candidate cell evaluation date,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__active_zone_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
gap_pending_zone_count,r2_t03_runtime_required,event_zone,zones with status_as_of=GAP_PENDING,candidate cell evaluation date,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__gap_pending_zone_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
reentry_pending_zone_count,r2_t03_runtime_required,event_zone,zones with status_as_of=REENTRY_PENDING_QUALIFICATION,candidate cell evaluation date,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__reentry_pending_zone_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
unqualified_reentry_count,r2_t03_runtime_required,event_zone,count reentry attempts ending before d qualification,qualified_event_count plus unqualified reentry attempts,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__unqualified_reentry_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
events_per_security,r2_t03_runtime_required,event_zone,qualified_event_count grouped by security,unique securities,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__events_per_security,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
unique_securities,r2_t02_reference_executable,event_zone,count distinct securities with at least one qualified event zone,upstream_unique_securities for same state_line,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,hard_gate_input,r2_t02_metric_eval__unique_securities,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
events_per_year,r2_t03_runtime_required,event_zone,qualified_event_count grouped by calendar year,nonzero calendar years,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__events_per_year,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
nonzero_years,r2_t02_reference_executable,event_zone,count years with qualified_event_count>0,available sample years,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,hard_gate_input,r2_t02_metric_eval__nonzero_years,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
max_year_share,r2_t02_reference_executable,event_zone,max yearly qualified_event_count,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,hard_gate_input,r2_t02_metric_eval__max_year_share,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
mega_zone_concentration,r2_t03_runtime_required,event_zone,sum zone_span_days of top 1 percent zones by zone_span_days,sum zone_span_days across all zones,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__mega_zone_concentration,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
top_zone_confirmed_day_share,r2_t03_runtime_required,event_zone,max zone_confirmed_day_count,sum zone_confirmed_day_count across all zones,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__top_zone_confirmed_day_share,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
within_route_overlapping_event_count,r2_t03_runtime_required,event_zone,same security overlapping zones in same route cell,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__within_route_overlapping_event_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
post_merge_short_zone_count,r2_t03_runtime_required,event_zone,merged zones whose retained confirmed component day count is below d after all accepted bridges,qualified_event_count,"route_id,candidate_cell_id,security_id,scan_event_id,d,g","route_id,candidate_cell_id,security_id,scan_event_id,d,g",qualified zones plus explicit right-censored open zones,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__post_merge_short_zone_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
intersection_confirmed_days,r2_t03_runtime_required,window_compare,W120 and W250 confirmed exact-key intersection,common exact-key denominator,"primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date","primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date",exact-key W120/W250 comparison rows only,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__intersection_confirmed_days,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
W120_only_confirmed_days,r2_t03_runtime_required,window_compare,W120 confirmed keys absent from W250,W120 own confirmed keys,"primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date","primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date",exact-key W120/W250 comparison rows only,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__W120_only_confirmed_days,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
W250_only_confirmed_days,r2_t03_runtime_required,window_compare,W250 confirmed keys absent from W120,W250 own confirmed keys,"primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date","primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date",exact-key W120/W250 comparison rows only,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__W250_only_confirmed_days,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
confirmed_day_jaccard,r2_t03_runtime_required,window_compare,intersection_confirmed_days,union confirmed exact keys,"primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date","primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date",exact-key W120/W250 comparison rows only,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__confirmed_day_jaccard,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
matched_event_count,r2_t03_runtime_required,window_compare,"greedy one-to-one match by security, overlapping confirmed days, earliest primary start, earliest sidecar start, then scan_event_id",qualified_event_count,"primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date","primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date",exact-key W120/W250 comparison rows only,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__matched_event_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
overlapping_event_count,r2_t03_runtime_required,window_compare,events with overlapping zone spans,qualified_event_count,"primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date","primary_candidate_cell_id,comparison_candidate_cell_id,security_id,trade_date",exact-key W120/W250 comparison rows only,eligible=true and quality_state=valid unless metric explicitly counts quality breaks,unknown blocked diagnostic_required ineligible missing expected trading row and future labels,open intervals retained only with explicit right_censored status,right censored prequalification intervals excluded from short_interval_drop_rate denominator,quality break closes zone as FINALIZED_WITH_QUALITY_BREAK and never bridges,own_eligible and common_W120_W250 both reported where route comparison is made,checked against registered d/g monotonic invariants,diagnostic_or_reported,r2_t02_metric_eval__overlapping_event_count,zero denominator returns null with explicit reason and hard-gate inputs fail closed,actual row available_time and committed source lineage
